TQ,DPQ,C,OU,DI,DFT,RD,DFO,DI2,DFT2,RD2,DFO2,DI3,DFT3,RD3,DFO3
0,0,2,3,46,28,18,13,18,14,4,2,4,0,4,0
0,3,0,2,22,2,20,12,20,12,8,5,8,3,5,4
4,1,1,2,52,40,12,11,12,0,12,9,12,9,3,1
0,3,0,0,21,3,18,12,18,4,14,11,14,2,12,10
4,3,0,4,24,14,10,3,10,9,1,0,1,0,1,0
3,2,4,2,47,28,19,3,19,2,17,9,17,17,0,0
3,3,0,3,48,3,45,16,45,16,29,16,29,15,14,5
3,1,4,0,39,22,17,9,17,0,17,0,17,6,11,6
3,0,4,2,4,4,0,0,0,0,0,0,0,0,0,0
3,4,0,2,7,7,0,0,0,0,0,0,0,0,0,0
4,4,1,0,13,13,0,0,0,0,0,0,0,0,0,0
0,4,3,0,4,0,4,2,4,2,2,1,2,1,1,0
1,0,2,4,1,0,1,0,1,0,1,1,1,1,0,0
4,3,3,4,11,11,0,0,0,0,0,0,0,0,0,0
0,3,2,1,51,15,36,35,36,22,14,7,14,11,3,3
3,3,0,0,26,24,2,2,2,1,1,1,1,1,0,0
3,1,2,2,20,4,16,0,16,11,5,0,5,1,4,2
2,3,1,2,21,7,14,7,14,7,7,2,7,3,4,3
4,4,1,1,46,22,24,4,24,4,20,12,20,8,12,11
3,0,0,3,64,51,13,6,13,6,7,2,7,6,1,0
3,2,2,3,47,11,36,21,36,2,34,5,34,26,8,1
1,3,3,2,21,20,1,1,1,0,1,1,1,1,0,0
1,3,2,3,10,1,9,6,9,9,0,0,0,0,0,0
3,4,3,0,20,14,6,1,6,3,3,3,3,2,1,0
2,2,4,3,23,11,12,0,12,2,10,2,10,0,10,1
3,4,0,1,80,66,14,2,14,2,12,7,12,12,0,0
0,0,1,2,39,29,10,6,10,4,6,0,6,2,4,3
3,3,1,2,38,29,9,6,9,9,0,0,0,0,0,0
3,2,0,3,17,7,10,9,10,7,3,0,3,0,3,3
0,2,4,0,3,2,1,1,1,0,1,1,1,0,1,0
2,2,0,0,28,9,19,0,19,12,7,5,7,5,2,0
1,2,4,1,13,12,1,0,1,0,1,1,1,0,1,1
0,0,2,4,50,46,4,2,4,3,1,0,1,0,1,0
1,2,0,0,15,9,6,0,6,6,0,0,0,0,0,0
0,4,0,3,35,1,34,27,34,8,26,3,26,14,12,11
4,2,1,4,15,13,2,1,2,2,0,0,0,0,0,0
0,2,1,4,19,19,0,0,0,0,0,0,0,0,0,0
2,4,0,4,64,60,4,4,4,1,3,0,3,0,3,1
0,1,2,1,49,1,48,17,48,28,20,14,20,12,8,1
0,2,1,2,31,16,15,14,15,5,10,7,10,8,2,2
1,0,4,1,45,23,22,20,22,11,11,6,11,7,4,2
1,1,4,3,15,0,15,12,15,11,4,2,4,4,0,0
0,2,0,1,4,0,4,3,4,3,1,1,1,1,0,0
4,3,4,0,26,21,5,0,5,1,4,0,4,3,1,1
3,0,1,0,30,28,2,0,2,0,2,0,2,1,1,1
4,4,2,2,10,4,6,3,6,0,6,6,6,2,4,4
4,0,2,1,40,28,12,5,12,6,6,6,6,6,0,0
3,3,2,4,21,12,9,0,9,0,9,5,9,6,3,1
3,0,3,2,13,4,9,3,9,1,8,7,8,8,0,0
3,4,2,1,2,1,1,1,1,1,0,0,0,0,0,0
2,3,1,3,9,4,5,2,5,3,2,0,2,1,1,0
4,4,1,0,27,14,13,11,13,9,4,1,4,2,2,1
2,2,1,0,15,8,7,6,7,0,7,4,7,7,0,0
1,0,0,1,41,29,12,1,12,6,6,4,6,3,3,0
4,0,3,1,13,10,3,1,3,1,2,2,2,2,0,0
2,1,3,3,29,0,29,1,29,14,15,1,15,6,9,2
3,3,2,2,35,13,22,12,22,6,16,10,16,12,4,4
1,1,0,0,24,5,19,15,19,11,8,4,8,6,2,0
2,1,1,1,62,9,53,33,53,26,27,18,27,27,0,0
2,4,4,4,22,1,21,5,21,3,18,9,18,3,15,6
0,4,3,3,22,10,12,7,12,7,5,5,5,1,4,4
0,0,3,3,22,3,19,14,19,16,3,3,3,0,3,2
1,4,0,1,37,9,28,19,28,14,14,8,14,1,13,5
3,3,2,3,22,21,1,1,1,0,1,1,1,0,1,0
0,1,1,2,42,9,33,33,33,31,2,2,2,1,1,0
4,2,1,3,19,7,12,1,12,0,12,3,12,3,9,9
3,3,4,1,21,4,17,3,17,0,17,9,17,7,10,1
2,3,2,4,36,36,0,0,0,0,0,0,0,0,0,0
3,4,2,4,7,4,3,2,3,0,3,1,3,1,2,2
1,3,2,2,11,4,7,3,7,3,4,0,4,3,1,0
2,3,3,0,39,8,31,23,31,22,9,6,9,1,8,0
2,2,3,4,95,9,86,62,86,11,75,5,75,14,61,20
4,1,2,1,52,12,40,7,40,26,14,5,14,13,1,0
4,2,1,2,19,18,1,1,1,0,1,1,1,0,1,0
3,3,4,4,32,27,5,1,5,4,1,0,1,0,1,1
3,1,4,2,15,5,10,7,10,7,3,3,3,1,2,0
4,0,4,3,8,3,5,1,5,1,4,2,4,0,4,0
3,2,2,3,27,18,9,5,9,5,4,3,4,3,1,0
1,0,3,3,31,19,12,4,12,10,2,1,2,1,1,0
0,2,0,3,57,39,18,5,18,13,5,3,5,0,5,1
3,3,0,3,34,20,14,1,14,6,8,6,8,8,0,0
2,0,0,1,41,11,30,17,30,15,15,11,15,8,7,3
3,2,1,3,60,55,5,1,5,2,3,0,3,1,2,1
2,3,3,1,2,1,1,0,1,1,0,0,0,0,0,0
1,0,2,1,37,31,6,6,6,1,5,0,5,3,2,0
3,3,1,3,18,0,18,15,18,10,8,2,8,1,7,1
3,3,1,3,13,1,12,5,12,9,3,0,3,1,2,0
0,2,2,2,13,2,11,3,11,7,4,2,4,4,0,0
1,0,2,3,34,1,33,24,33,1,32,27,32,26,6,6
2,2,3,2,22,22,0,0,0,0,0,0,0,0,0,0
2,1,4,1,43,31,12,2,12,9,3,3,3,0,3,0
2,1,0,3,10,0,10,2,10,4,6,6,6,4,2,1
1,4,0,0,14,3,11,11,11,4,7,6,7,2,5,1
2,1,1,0,42,22,20,4,20,11,9,9,9,1,8,2
1,0,3,4,12,4,8,1,8,4,4,2,4,0,4,1
3,0,3,2,39,3,36,11,36,33,3,0,3,3,0,0
3,4,1,3,18,2,16,15,16,11,5,4,5,0,5,5
0,2,1,3,42,24,18,18,18,7,11,4,11,8,3,1
3,1,2,4,41,7,34,12,34,33,1,1,1,1,0,0
3,3,3,4,20,14,6,5,6,2,4,1,4,4,0,0
2,1,0,3,34,15,19,18,19,2,17,11,17,0,17,1
4,3,4,4,25,15,10,2,10,2,8,1,8,7,1,0
2,2,2,4,5,4,1,1,1,1,0,0,0,0,0,0
3,0,4,0,42,11,31,0,31,12,19,17,19,18,1,0
2,2,3,1,68,18,50,23,50,45,5,2,5,2,3,0
2,1,0,1,70,18,52,11,52,47,5,2,5,1,4,3
1,2,3,4,20,16,4,0,4,3,1,0,1,1,0,0
1,4,2,1,53,45,8,4,8,6,2,0,2,2,0,0
3,2,0,4,22,9,13,4,13,13,0,0,0,0,0,0
3,2,0,1,77,48,29,1,29,27,2,2,2,1,1,0
4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,22,1,21,16,21,7,14,5,14,1,13,5
0,1,1,0,25,3,22,0,22,12,10,6,10,4,6,6
0,1,2,1,42,1,41,25,41,13,28,18,28,6,22,11
2,1,4,4,56,18,38,35,38,28,10,3,10,5,5,3
3,4,2,1,40,29,11,10,11,0,11,1,11,10,1,1
4,2,0,3,36,16,20,14,20,5,15,12,15,2,13,6
0,0,3,4,41,25,16,6,16,8,8,0,8,8,0,0
3,3,4,1,30,0,30,16,30,9,21,6,21,15,6,4
4,2,4,0,12,2,10,7,10,6,4,3,4,3,1,0
4,1,1,3,33,33,0,0,0,0,0,0,0,0,0,0
4,3,0,0,10,0,10,4,10,10,0,0,0,0,0,0
0,3,2,0,45,26,19,3,19,0,19,1,19,8,11,4
4,0,3,3,29,10,19,7,19,17,2,2,2,0,2,1
0,4,2,1,5,0,5,5,5,3,2,0,2,2,0,0
4,4,2,3,40,28,12,12,12,3,9,5,9,1,8,4
0,2,2,4,50,26,24,7,24,11,13,7,13,1,12,7
1,1,0,1,51,42,9,6,9,8,1,0,1,1,0,0
4,1,1,2,50,43,7,1,7,5,2,2,2,1,1,0
3,3,1,1,25,14,11,2,11,9,2,0,2,1,1,0
2,0,0,1,14,13,1,0,1,1,0,0,0,0,0,0
3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,2,44,38,6,4,6,0,6,0,6,5,1,1
3,0,1,3,34,10,24,17,24,11,13,7,13,8,5,2
2,4,4,0,49,42,7,0,7,6,1,1,1,0,1,0
0,2,4,2,44,17,27,15,27,24,3,3,3,0,3,3
2,4,4,2,32,9,23,0,23,10,13,3,13,9,4,0
0,1,1,3,52,42,10,8,10,9,1,1,1,0,1,0
2,1,4,3,23,14,9,4,9,4,5,4,5,0,5,2
2,0,0,0,17,12,5,0,5,3,2,2,2,2,0,0
0,1,0,0,12,9,3,2,3,3,0,0,0,0,0,0
0,3,3,4,14,5,9,8,9,6,3,1,3,1,2,2
2,2,0,2,19,5,14,13,14,6,8,2,8,3,5,1
1,4,2,3,21,7,14,8,14,1,13,12,13,12,1,0
2,1,2,1,95,18,77,24,77,75,2,2,2,0,2,0
1,3,4,1,49,33,16,13,16,6,10,6,10,6,4,3
3,3,4,0,38,34,4,3,4,1,3,2,3,1,2,2
2,0,3,1,67,22,45,7,45,24,21,3,21,5,16,9
1,3,3,4,31,10,21,6,21,19,2,1,2,0,2,1
2,4,3,1,27,13,14,13,14,5,9,6,9,5,4,3
3,3,2,4,21,19,2,0,2,1,1,1,1,0,1,0
0,1,3,3,7,2,5,5,5,3,2,2,2,2,0,0
0,3,2,1,38,4,34,21,34,14,20,0,20,7,13,1
2,0,2,3,36,2,34,18,34,24,10,9,10,1,9,7
4,0,2,3,46,25,21,10,21,21,0,0,0,0,0,0
4,2,0,2,32,3,29,10,29,14,15,14,15,13,2,0
1,3,0,3,8,6,2,1,2,1,1,0,1,1,0,0
0,1,2,4,64,36,28,21,28,11,17,8,17,17,0,0
2,1,1,1,30,14,16,0,16,1,15,6,15,15,0,0
1,0,0,3,5,2,3,0,3,0,3,0,3,3,0,0
2,1,1,1,36,34,2,1,2,1,1,0,1,0,1,1
1,2,3,1,35,18,17,12,17,10,7,1,7,3,4,2
0,4,3,4,36,19,17,4,17,6,11,1,11,0,11,5
3,3,2,2,50,24,26,13,26,14,12,1,12,8,4,3
2,2,4,3,38,14,24,5,24,1,23,6,23,19,4,3
3,0,3,2,18,17,1,0,1,1,0,0,0,0,0,0
1,1,0,2,34,1,33,16,33,30,3,3,3,3,0,0
1,2,3,3,53,26,27,17,27,11,16,1,16,1,15,5
2,1,0,3,40,12,28,22,28,1,27,25,27,24,3,0
1,0,4,3,47,23,24,6,24,15,9,5,9,6,3,2
4,1,2,2,56,6,50,22,50,43,7,2,7,4,3,2
0,3,4,3,24,13,11,10,11,11,0,0,0,0,0,0
4,1,1,1,24,18,6,6,6,1,5,5,5,3,2,1
0,4,3,2,32,30,2,0,2,0,2,1,2,1,1,0
4,4,3,0,18,15,3,3,3,1,2,2,2,0,2,2
0,4,1,3,16,0,16,1,16,4,12,10,12,8,4,4
4,3,4,3,12,7,5,2,5,4,1,0,1,0,1,0
1,0,2,0,37,14,23,3,23,9,14,13,14,5,9,2
1,2,3,4,61,5,56,39,56,20,36,18,36,0,36,26
4,3,3,3,24,12,12,8,12,7,5,5,5,3,2,0
2,4,2,0,34,16,18,15,18,13,5,2,5,5,0,0
3,1,2,1,52,1,51,14,51,7,44,25,44,10,34,26
4,0,1,4,12,0,12,8,12,8,4,2,4,4,0,0
1,3,2,0,41,5,36,23,36,1,35,4,35,9,26,19
2,4,2,0,57,10,47,36,47,13,34,15,34,33,1,1
4,4,1,3,24,23,1,1,1,0,1,0,1,0,1,0
4,0,4,4,40,5,35,17,35,14,21,6,21,20,1,1
2,3,0,3,37,15,22,9,22,2,20,19,20,11,9,5
3,2,0,3,28,6,22,3,22,20,2,2,2,1,1,0
3,0,1,1,37,17,20,14,20,10,10,7,10,3,7,7
0,3,4,2,36,23,13,10,13,5,8,6,8,2,6,2
3,0,4,1,2,1,1,0,1,1,0,0,0,0,0,0
2,3,0,0,8,1,7,5,7,1,6,6,6,0,6,3
1,1,0,2,22,3,19,19,19,18,1,0,1,0,1,1
4,0,1,0,3,1,2,1,2,2,0,0,0,0,0,0
2,2,1,2,31,7,24,14,24,2,22,16,22,18,4,1
1,2,2,0,50,34,16,13,16,1,15,0,15,2,13,12
0,4,1,0,22,1,21,16,21,13,8,8,8,5,3,2
3,0,1,3,27,16,11,1,11,1,10,3,10,6,4,4
4,3,4,3,23,19,4,1,4,3,1,1,1,1,0,0
1,1,1,2,27,15,12,6,12,4,8,5,8,3,5,2
1,1,4,0,38,7,31,6,31,21,10,6,10,1,9,0
1,2,0,4,49,49,0,0,0,0,0,0,0,0,0,0
4,0,4,2,34,23,11,11,11,9,2,2,2,0,2,1
1,1,1,2,61,35,26,25,26,25,1,0,1,1,0,0
4,0,4,0,23,11,12,0,12,4,8,6,8,2,6,4
4,1,3,2,47,19,28,10,28,8,20,11,20,9,11,10
4,1,4,3,32,28,4,1,4,2,2,0,2,0,2,0
1,4,3,2,31,22,9,1,9,3,6,3,6,3,3,0
0,1,2,2,21,9,12,8,12,8,4,3,4,3,1,0
2,3,1,1,16,14,2,1,2,1,1,1,1,1,0,0
4,4,4,4,17,17,0,0,0,0,0,0,0,0,0,0
4,1,3,3,37,25,12,6,12,0,12,4,12,1,11,3
2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,2,36,4,32,17,32,9,23,6,23,18,5,1
3,1,3,4,57,53,4,4,4,4,0,0,0,0,0,0
0,4,2,2,37,11,26,20,26,13,13,9,13,9,4,1
3,2,1,0,19,2,17,7,17,5,12,6,12,9,3,3
0,0,2,4,32,28,4,4,4,4,0,0,0,0,0,0
4,3,0,4,37,18,19,18,19,15,4,3,4,3,1,0
2,2,0,3,48,24,24,16,24,24,0,0,0,0,0,0
4,1,3,0,45,44,1,1,1,1,0,0,0,0,0,0
0,1,2,2,15,15,0,0,0,0,0,0,0,0,0,0
1,4,1,3,50,14,36,16,36,27,9,3,9,9,0,0
0,1,4,4,76,75,1,0,1,0,1,1,1,0,1,0
2,2,2,3,47,31,16,11,16,7,9,8,9,5,4,4
2,3,1,2,14,11,3,0,3,1,2,0,2,0,2,2
0,4,3,3,28,23,5,1,5,5,0,0,0,0,0,0
1,1,4,3,21,20,1,1,1,1,0,0,0,0,0,0
0,0,4,1,41,18,23,12,23,4,19,0,19,3,16,2
1,1,3,0,31,15,16,1,16,4,12,7,12,5,7,1
3,3,0,1,20,6,14,9,14,14,0,0,0,0,0,0
3,2,2,4,12,6,6,0,6,0,6,4,6,4,2,2
3,1,2,1,53,21,32,31,32,22,10,2,10,8,2,1
1,2,2,1,29,29,0,0,0,0,0,0,0,0,0,0
3,4,2,2,47,15,32,19,32,12,20,3,20,18,2,0
1,3,4,2,54,17,37,23,37,37,0,0,0,0,0,0
3,0,1,0,34,34,0,0,0,0,0,0,0,0,0,0
3,3,3,1,30,14,16,13,16,10,6,5,6,3,3,0
1,4,1,3,40,27,13,13,13,1,12,10,12,2,10,7
4,0,2,1,9,0,9,6,9,9,0,0,0,0,0,0
1,3,2,1,32,6,26,4,26,21,5,1,5,1,4,4
3,1,3,3,38,25,13,3,13,13,0,0,0,0,0,0
0,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0
4,0,3,2,9,4,5,3,5,0,5,3,5,0,5,4
2,2,1,2,32,9,23,16,23,9,14,13,14,0,14,2
4,4,0,2,18,4,14,7,14,2,12,6,12,3,9,9
0,0,3,3,13,9,4,0,4,2,2,1,2,0,2,1
3,3,1,1,67,39,28,25,28,24,4,3,4,4,0,0
1,2,2,4,40,39,1,1,1,0,1,1,1,1,0,0
4,4,3,3,51,40,11,5,11,10,1,0,1,1,0,0
0,4,2,1,17,11,6,5,6,5,1,0,1,0,1,1
0,3,0,3,50,34,16,14,16,14,2,0,2,2,0,0
3,4,3,3,18,5,13,4,13,11,2,1,2,2,0,0
3,1,2,2,9,4,5,0,5,5,0,0,0,0,0,0
1,3,1,3,59,28,31,23,31,0,31,29,31,14,17,7
0,2,1,0,41,39,2,1,2,0,2,0,2,0,2,2
1,0,3,0,38,10,28,15,28,11,17,7,17,4,13,9
4,2,2,3,19,9,10,0,10,5,5,0,5,5,0,0
0,2,1,0,36,13,23,1,23,9,14,7,14,6,8,6
1,1,0,0,45,16,29,6,29,29,0,0,0,0,0,0
4,2,0,2,32,6,26,22,26,3,23,10,23,4,19,11
4,0,2,4,42,20,22,17,22,20,2,1,2,0,2,0
3,2,4,1,44,33,11,6,11,5,6,5,6,3,3,3
1,4,3,4,9,0,9,0,9,2,7,3,7,3,4,2
2,0,0,4,11,7,4,4,4,4,0,0,0,0,0,0
2,2,0,2,45,16,29,4,29,11,18,17,18,7,11,2
0,3,1,3,17,11,6,3,6,0,6,4,6,2,4,1
1,0,0,1,38,23,15,0,15,10,5,5,5,3,2,1
1,4,4,1,22,12,10,8,10,8,2,0,2,0,2,0
1,0,4,4,40,10,30,26,30,15,15,11,15,3,12,11
4,2,3,2,10,9,1,1,1,0,1,0,1,1,0,0
3,1,3,2,21,0,21,7,21,15,6,6,6,5,1,0
1,3,3,1,12,6,6,3,6,0,6,0,6,6,0,0
1,0,2,3,23,11,12,12,12,2,10,2,10,7,3,2
0,0,4,2,10,9,1,0,1,1,0,0,0,0,0,0
3,2,4,2,53,46,7,6,7,7,0,0,0,0,0,0
0,1,3,0,16,12,4,3,4,1,3,3,3,3,0,0
4,2,0,3,16,16,0,0,0,0,0,0,0,0,0,0
4,2,2,4,25,7,18,0,18,3,15,7,15,7,8,3
3,0,2,2,27,0,27,8,27,19,8,2,8,7,1,1
2,4,4,4,36,20,16,12,16,1,15,12,15,1,14,5
2,1,3,0,16,5,11,2,11,11,0,0,0,0,0,0
2,1,1,4,49,20,29,2,29,25,4,4,4,2,2,1
2,1,2,1,40,16,24,10,24,24,0,0,0,0,0,0
4,3,1,2,41,34,7,0,7,3,4,1,4,1,3,0
0,3,2,2,25,5,20,19,20,1,19,2,19,1,18,12
4,2,3,4,18,11,7,6,7,3,4,1,4,1,3,1
1,3,2,4,36,10,26,0,26,25,1,0,1,0,1,1
0,4,4,3,9,3,6,0,6,4,2,0,2,0,2,2
3,0,0,2,20,9,11,2,11,8,3,0,3,2,1,0
2,2,3,1,43,8,35,14,35,21,14,4,14,14,0,0
2,4,3,0,68,9,59,21,59,26,33,21,33,0,33,30
1,0,2,4,34,13,21,10,21,0,21,21,21,11,10,10
4,3,3,0,40,7,33,29,33,22,11,5,11,10,1,1
3,0,4,4,27,11,16,14,16,7,9,0,9,7,2,0
3,4,0,3,40,27,13,4,13,9,4,2,4,3,1,1
0,4,2,1,9,7,2,2,2,2,0,0,0,0,0,0
2,0,2,2,35,2,33,12,33,4,29,10,29,8,21,21
1,0,4,0,27,5,22,20,22,8,14,3,14,9,5,5
4,3,1,4,3,3,0,0,0,0,0,0,0,0,0,0
2,2,0,3,2,1,1,0,1,0,1,1,1,1,0,0
2,1,0,0,34,0,34,26,34,6,28,15,28,16,12,11
2,2,1,1,22,21,1,1,1,0,1,0,1,0,1,1
0,1,4,3,58,10,48,16,48,2,46,1,46,26,20,18
2,2,2,2,17,1,16,4,16,5,11,6,11,1,10,10
2,1,2,0,29,23,6,0,6,0,6,6,6,5,1,0
3,1,0,2,32,15,17,16,17,8,9,0,9,0,9,3
3,4,3,2,38,29,9,7,9,3,6,1,6,4,2,1
0,1,1,2,59,6,53,49,53,45,8,6,8,3,5,4
0,2,3,1,11,5,6,0,6,3,3,1,3,1,2,1
4,3,1,1,19,15,4,4,4,2,2,2,2,2,0,0
4,3,2,1,36,3,33,24,33,31,2,0,2,1,1,1
0,1,3,3,26,10,16,15,16,2,14,10,14,8,6,5
3,1,3,0,27,18,9,8,9,3,6,6,6,3,3,1
0,3,3,1,16,2,14,3,14,14,0,0,0,0,0,0
4,4,3,0,31,6,25,25,25,13,12,0,12,1,11,9
0,1,2,2,18,0,18,16,18,18,0,0,0,0,0,0
0,3,1,3,37,15,22,7,22,19,3,0,3,1,2,2
2,2,3,4,18,2,16,10,16,10,6,5,6,6,0,0
4,3,0,4,11,1,10,10,10,7,3,2,3,2,1,1
3,3,3,3,6,0,6,4,6,6,0,0,0,0,0,0
3,2,1,4,25,6,19,4,19,9,10,2,10,1,9,6
2,4,2,0,19,8,11,4,11,0,11,4,11,10,1,1
4,3,3,3,64,23,41,22,41,2,39,34,39,17,22,18
2,4,2,2,16,6,10,6,10,1,9,6,9,3,6,5
4,4,1,3,12,7,5,3,5,4,1,1,1,0,1,1
3,1,3,3,54,49,5,3,5,5,0,0,0,0,0,0
0,0,3,3,41,9,32,13,32,25,7,1,7,2,5,5
1,0,2,0,24,7,17,15,17,15,2,0,2,0,2,1
0,2,2,1,55,28,27,3,27,16,11,4,11,8,3,2
3,3,4,4,5,3,2,1,2,2,0,0,0,0,0,0
2,3,4,2,21,4,17,16,17,13,4,4,4,1,3,0
1,1,1,4,31,22,9,1,9,1,8,7,8,6,2,1
1,2,1,0,57,12,45,20,45,3,42,14,42,16,26,6
3,0,0,4,54,47,7,6,7,3,4,2,4,2,2,2
3,2,2,2,41,19,22,22,22,12,10,1,10,8,2,0
4,0,3,1,47,46,1,0,1,0,1,0,1,0,1,0
2,4,2,4,25,12,13,8,13,7,6,4,6,0,6,5
4,4,3,3,48,47,1,0,1,0,1,0,1,0,1,1
1,2,1,4,28,4,24,13,24,9,15,13,15,12,3,3
4,4,1,2,33,3,30,23,30,13,17,3,17,5,12,12
0,4,2,3,5,5,0,0,0,0,0,0,0,0,0,0
1,2,3,2,6,0,6,6,6,2,4,2,4,0,4,1
4,1,2,3,1,0,1,1,1,0,1,1,1,1,0,0
3,0,2,0,21,4,17,5,17,17,0,0,0,0,0,0
2,1,4,0,20,4,16,12,16,13,3,1,3,2,1,1
4,1,0,4,24,12,12,0,12,12,0,0,0,0,0,0
3,2,4,4,46,20,26,7,26,26,0,0,0,0,0,0
1,3,1,2,46,10,36,6,36,11,25,20,25,25,0,0
2,0,1,0,24,22,2,0,2,0,2,2,2,2,0,0
4,4,1,0,38,23,15,4,15,13,2,1,2,2,0,0
2,2,3,1,60,27,33,5,33,9,24,1,24,9,15,10
0,2,4,3,56,11,45,12,45,19,26,3,26,24,2,0
1,3,3,0,22,8,14,9,14,12,2,0,2,2,0,0
1,1,0,2,15,0,15,11,15,11,4,3,4,0,4,4
3,4,0,3,32,7,25,14,25,20,5,1,5,3,2,1
4,0,0,2,15,10,5,0,5,0,5,1,5,2,3,2
3,2,3,2,13,0,13,10,13,12,1,1,1,0,1,0
2,1,3,0,33,19,14,14,14,9,5,1,5,0,5,5
0,2,2,0,59,14,45,2,45,22,23,5,23,11,12,9
0,3,3,2,9,5,4,4,4,3,1,1,1,1,0,0
0,4,1,0,64,40,24,21,24,10,14,9,14,2,12,8
0,1,0,1,57,38,19,10,19,10,9,6,9,7,2,2
3,2,1,0,9,7,2,0,2,0,2,1,2,1,1,1
3,4,3,0,30,30,0,0,0,0,0,0,0,0,0,0
2,1,2,0,28,14,14,9,14,9,5,2,5,4,1,0
2,0,1,0,71,37,34,34,34,26,8,8,8,0,8,1
4,4,3,1,4,3,1,0,1,1,0,0,0,0,0,0
4,1,0,2,49,19,30,25,30,19,11,7,11,2,9,0
2,4,2,4,60,50,10,0,10,10,0,0,0,0,0,0
0,3,1,2,37,37,0,0,0,0,0,0,0,0,0,0
3,0,2,3,6,1,5,5,5,1,4,3,4,3,1,0
3,2,2,0,22,16,6,2,6,1,5,2,5,4,1,1
2,4,4,3,24,9,15,0,15,8,7,4,7,2,5,1
0,4,1,2,32,23,9,2,9,8,1,1,1,1,0,0
1,1,3,1,31,20,11,8,11,2,9,7,9,7,2,1
0,2,3,4,35,33,2,2,2,2,0,0,0,0,0,0
0,2,2,2,49,23,26,13,26,21,5,5,5,1,4,0
3,3,2,3,19,2,17,12,17,5,12,4,12,0,12,9
2,2,1,1,3,2,1,1,1,1,0,0,0,0,0,0
1,4,1,4,17,14,3,0,3,3,0,0,0,0,0,0
1,3,4,4,36,15,21,8,21,16,5,3,5,3,2,0
3,4,2,3,48,19,29,7,29,1,28,25,28,22,6,6
2,4,0,1,17,13,4,3,4,0,4,4,4,2,2,0
4,3,0,2,28,15,13,1,13,9,4,2,4,0,4,4
4,0,1,1,89,64,25,10,25,23,2,1,2,1,1,0
1,4,1,0,14,7,7,5,7,6,1,1,1,1,0,0
0,2,1,0,55,52,3,3,3,1,2,0,2,2,0,0
2,4,4,4,33,33,0,0,0,0,0,0,0,0,0,0
0,0,4,3,6,6,0,0,0,0,0,0,0,0,0,0
0,1,0,1,43,10,33,12,33,27,6,1,6,1,5,0
3,2,0,3,39,36,3,1,3,2,1,0,1,1,0,0
2,2,3,0,11,7,4,4,4,4,0,0,0,0,0,0
2,0,2,1,21,14,7,5,7,5,2,2,2,0,2,0
1,0,1,0,24,11,13,11,13,8,5,2,5,1,4,0
1,2,0,3,63,48,15,4,15,6,9,1,9,9,0,0
2,0,2,2,47,30,17,17,17,2,15,13,15,6,9,1
1,1,4,1,4,1,3,2,3,0,3,0,3,2,1,0
0,0,2,0,39,5,34,32,34,16,18,2,18,17,1,1
2,2,4,1,15,2,13,8,13,12,1,0,1,1,0,0
1,0,0,2,31,9,22,13,22,6,16,12,16,15,1,1
4,2,2,3,46,45,1,0,1,0,1,0,1,1,0,0
2,1,4,0,44,19,25,23,25,17,8,7,8,6,2,2
1,0,4,3,22,16,6,5,6,1,5,0,5,2,3,2
3,4,0,3,8,3,5,3,5,0,5,3,5,1,4,1
2,1,1,3,61,17,44,39,44,20,24,9,24,10,14,1
3,3,3,4,53,24,29,29,29,20,9,1,9,1,8,7
1,0,1,3,22,21,1,0,1,0,1,1,1,1,0,0
1,1,4,1,29,29,0,0,0,0,0,0,0,0,0,0
2,3,3,1,32,17,15,3,15,4,11,6,11,11,0,0
1,3,0,1,8,0,8,0,8,0,8,3,8,1,7,1
4,4,0,1,23,0,23,14,23,13,10,5,10,10,0,0
4,4,0,1,34,26,8,1,8,0,8,0,8,8,0,0
4,1,3,1,12,10,2,1,2,1,1,0,1,0,1,0
2,2,2,1,38,18,20,0,20,18,2,1,2,1,1,1
0,4,0,3,43,6,37,9,37,31,6,6,6,2,4,3
4,2,1,4,46,7,39,22,39,12,27,1,27,15,12,1
1,3,1,4,22,11,11,9,11,10,1,0,1,0,1,0
3,2,3,0,50,22,28,13,28,27,1,0,1,0,1,1
1,4,3,3,14,7,7,2,7,5,2,1,2,1,1,1
2,2,2,4,71,35,36,10,36,13,23,19,23,12,11,7
4,0,2,3,26,9,17,11,17,7,10,3,10,1,9,0
3,4,2,1,22,5,17,13,17,11,6,6,6,2,4,1
0,1,0,2,32,18,14,2,14,1,13,4,13,1,12,2
2,1,0,4,7,2,5,2,5,5,0,0,0,0,0,0
0,3,3,0,20,5,15,1,15,14,1,0,1,1,0,0
3,3,3,4,11,6,5,4,5,1,4,0,4,2,2,2
4,0,2,1,17,14,3,3,3,1,2,1,2,2,0,0
2,2,2,1,57,17,40,39,40,0,40,15,40,27,13,13
4,1,1,3,49,17,32,26,32,24,8,0,8,7,1,0
4,3,1,2,29,27,2,0,2,1,1,1,1,1,0,0
3,3,2,4,17,12,5,4,5,0,5,4,5,3,2,0
2,3,4,2,36,35,1,1,1,1,0,0,0,0,0,0
0,0,3,4,68,23,45,17,45,42,3,2,3,0,3,1
